UniqueID,Topic,In_PubMed,NLM_ID,Journal,Counts,Start_Year,End_Year,URL_CNKI,URL_CAOD,CAOD_Coverage_Start_Year,CAOD_Coverage_End_Year,URL,Content,Login,Free/Pay,Language,Notes,Print_ISSN_NLM,Electronic_ISSN_NLM,Linking_ISSN_NLM,MeSH,Indexed_NLM,Indexed_Embase,Indexed_Embase_NLM,Not_Indexed_NLM_and_Embase,Indexed_NLM_not_in_Embase,Archive_Coverage_Start_Year,Archive_Coverage_Start_Year,PubMed_Journal_Status,PubMed_Start_Year,PubMed_End_Year,MEDLINE_Journal_Status,MEDLINE_Start_Year,MEDLINE_End_Year,PMC_Journal_Status,PMC_Start_Year,PMC_End_Year,PMC_Free_access,PMC_Open_access,PMC_Participation_level,PMC_Deposit_status,PMC_Journal_URL
20060,Blood disorders_1,NO,101149950,African journal of clinical and experimental microbiology.,12,2000,,NA,NA,NA,NA,https://www.ajol.info/index.php/ajcem/issue/archive,HTML,N,Free,English,,1595-689X,NR,1595-689X,Bacterial Infections; Infections; Microbiology; Mycoses; Virus Diseases,YES,YES,YES,NO,NO,2002,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
634365,Endocrine & metabolic_1,NO,101668346,Acta phlebologica.,5,2000,,NA,NA,NA,NA,https://www.minervamedica.it/en/journals/acta-phlebologica/archive.php?cod=R43,HTML/PDF,Y/N,Free/Pay,English,,1593-232X,1827-1766,1593-232X,Vascular Diseases; Veins,YES,YES,YES,NO,NO,2000,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
HTA_17329,,PARTIAL,101090931,Journal of Orthopaedics and Traumatology,,2000,,NA,NA,NA,NA,https://jorthoptraumatol.springeropen.com/articles,HTML/PDF,Y/N,Free/Pay,English,,1590-9921,1590-9999,1590-9921,Orthopedic Procedures; Orthopedics; Traumatology,YES,YES,YES,NO,NO,2000,,Currently-indexed,2008,,Currently-indexed,2009,,Indexed,2002,2021,Immediate,Some, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/844/
400247,Complementary & alternative medicine_1,NO,101082834,American journal of Alzheimer's disease and other dementias,52,2000,,NA,NA,NA,NA,https://journals.sagepub.com/home/aja,HTML,N,Free,English,,1533-3175,1938-2731,1533-3175,Alzheimer Disease; Dementia,YES,YES,YES,NO,NO,1986,,Currently-indexed,2001,,Currently-indexed,2001,,Not indexed#,NA,NA,NA,NA,NA,NA,NA
163056,Child health_1,NO,101512748,Children & schools,13,2000,,NA,NA,NA,NA,https://academic.oup.com/cs/issue,HTML,N,Free,English,,1532-8759,1545-682X,1532-8759,UPDATE,YES,NO,NO,NO,YES,1978,,Selected citations only,Unknown,Unknown,Unknown,Unknown,Unknown,Not indexed#,NA,NA,NA,NA,NA,NA,NA
130095,Child health_1,NO,100954653,Pediatric critical care medicine : a journal of the Society of Critical Care Medicine and the World Federation of Pediatric Intensive and Critical Care Societies,6,2000,,NA,NA,NA,NA,https://journals.lww.com/pccmjournal/Pages/issuelist.aspx,HTML/PDF,N,Free/Pay,English,,1529-7535,NR,1529-7535,"Child; Critical Care; Infant; Intensive Care Units, Pediatric",YES,YES,YES,NO,NO,2000,,Currently-indexed,2003,,Currently-indexed,2003,,Not indexed#,NA,NA,NA,NA,NA,NA,NA
138136,Child health_1,NO,100940441,"Journal of infant, child, and adolescent psychotherapy : JICAP",4,2000,,NA,NA,NA,NA,https://www.tandfonline.com/loi/hicp20,HTML/PDF,Y/N,Free/Pay,English,,1528-9168,NR,1528-9168,Adolescent; Child; Infant; Psychotherapy,YES,NO,NO,NO,YES,2000,,Selected citations only,Unknown,Unknown,Unknown,Unknown,Unknown,Not indexed#,NA,NA,NA,NA,NA,NA,NA
HTA_31734,,PARTIAL,100892858,Epilepsy and Behavior,,2000,,NA,NA,NA,NA,https://www.sciencedirect.com/journal/epilepsy-and-behavior/issues,HTML/PDF,Y/N,Free/Pay,English,,1525-5050,1525-5069,1525-5050,Behavior; Epilepsy,YES,YES,YES,NO,NO,2000,,Currently-indexed,2003,,Currently-indexed,2003,,Not indexed#,NA,NA,NA,NA,NA,NA,NA
337527,Child health_1,NO,100890578,"Trauma, violence & abuse",4,2000,,NA,NA,NA,NA,https://journals.sagepub.com/loi/TVA,HTML/PDF,Y/N,Free/Pay,English,,1524-8380,1552-8324,1524-8380,"Child Abuse; Child; Stress Disorders, Post-Traumatic.; Violence",YES,YES,YES,NO,NO,2000,,Currently-indexed,2003,,Currently-indexed,2003,,Not indexed#,NA,NA,NA,NA,NA,NA,NA
30846,Cancer_1,NO,101130625,Asian Pacific journal of cancer prevention : APJCP,7,2000,,NA,NA,NA,NA,http://journal.waocp.org/,HTML/PDF,Y/N,Free,English,,1513-7368,2476-762X,1513-7368,Neoplasms,YES,YES,YES,NO,NO,2000,,Currently-indexed,2001,,Currently-indexed,2001,,Indexed,2016,2022,2 months,Some, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/3174/
75375,Cancer_1,NO,101170287,Anaesthesia and intensive care medicine.,9,2000,,NA,NA,NA,NA,https://www.anaesthesiajournal.co.uk/issues,HTML,N,Free,English,,1472-0299,NR,1472-0299,UPDATE,YES,YES,YES,NO,NO,2003,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
HTA_39,,PARTIAL,100897327,Biostatistics,,2000,,NA,NA,NA,NA,https://academic.oup.com/biostatistics/issue,HTML,N,Free,English,,1465-4644,1468-4357,1465-4644,Biometry,YES,YES,YES,NO,NO,2000,,Currently-indexed,2003,,Currently-indexed,2003,,Indexed,2008,2022,12 months,Some, NIH Portfolio , ,http://www.ncbi.nlm.nih.gov/pmc/?term=%22Biostatistics%22%5Bjournal%5D
207764,Child health_1,NO,101298603,Sri Lanka journal of child health.,4,2000,,NA,NA,NA,NA,http://www.sljol.info/index.php/SLJCH,HTML/PDF,N,Free,English,,1391-5452,2386-110X,1391-5452,Pediatrics,YES,NO,NO,NO,YES,2000,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
233108,Child health_1,NO,101234280,"Journal, Indian Academy of Clinical Medicine.",5,2000,,NA,NA,NA,NA,https://jiacm.in/,HTML/PDF,N,Free ,English,,0972-3560,NR,0972-3560,Medicine,YES,YES,YES,NO,NO,2000,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
128379,Child health_1,NO,101276754,Dang dai yi xue = Contemporary medicine.,18,2000,,https://oversea.cnki.net/knavi/JournalDetail?pcode=CJFD&pykm=DDYI,http://caod.oriprobe.com/journals/ddyx/China_Contemporary_Medicine.htm,2001,,https://www.oriprobe.com/journals/ddyx.html,HTML/PDF,N,Pay,Chinese,,1009-4393,NR,1009-4393,Biomedical Technology; China; Clinical Medicine; Radiology,YES,NO,NO,NO,YES,2001,2017,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
78583,Cancer_1,NO,101543417 ,Shanxi Nursing Journal,27,2000,,https://oversea.cnki.net/knavi/JournalDetail?pcode=CJFD&pykm=SXHZ,https://caod.oriprobe.com/journals/sxhlzz/SHANXI_NURSING_JOURNAL.htm,1987,,https://caod.oriprobe.com/journals/sxhlzz/SHANXI_NURSING_JOURNAL.htm,HTML/PDF,Y,Pay,English/Chinese,,1009-6493,NR,1009-6493,Nursing Care; Nursing Research,YES,NO,NO,NO,YES,1987,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
802058,Health & safety at work_1,NO,100968127,Journal of whiplash & related disorders.,12,2001,2006,NA,NA,NA,NA,https://www.tandfonline.com/loi/iwrd20,HTML,N,Free,English,,1533-2888,1533-2896,1533-2888,Whiplash Injuries,YES,NO,NO,NO,YES,2002,2006,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
524244,"Developmental, psychosocial & learning problems_1",NO,101128005,The ultrasound review of obstetrics and gynecology.,105,2001,2006,NA,NA,NA,NA,https://www.tandfonline.com/loi/iuog20,HTML,N,Free,English,,1472-2240,1743-8950,1472-2240,"Fetal Diseases; Genital Diseases, Female; Genitalia, Female; Ultrasonography; Ultrasonography, Prenatal",YES,NO,NO,NO,YES,2001,2006,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
42979,Cancer_1,NO,101134788,Brief treatment and crisis intervention,22,2001,2008,NA,NA,NA,NA,https://access.portico.org/Portico/loviView?cs=ISSN_14743310&content=E-Journal%20Content,PDF,N,Free,English,,1474-3310,1474-3329,1474-3310,"Behavioral Medicine; Crisis Intervention; Forensic Psychiatry; Psychotherapy, Brief",YES,NO,NO,NO,YES,2001,2008,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
72103,Cancer_1,NO,101123353,Journal of integrated care pathways.,5,2001,2008,NA,NA,NA,NA,https://journals.sagepub.com/loi/ICP,HTML/PDF,Y/N,Free/Pay,English,,1473-2297,1758-1079,1473-2297,"Critical Pathways; Delivery of Health Care, Integrated; Evidence-Based Medicine; United Kingdom",YES,NO,NO,NO,YES,2001,2008,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
558995,Diagnosis_1,NO,101091733,C?eska? a slovenska? gastroenterologie a hepatologie = Czech and Slovak gastroenterology and hepatology.,10,2001,2010,NA,NA,NA,NA,https://www.csgh.info/en/archiv,HTML/PDF,N,Pay,English/Czech,Continued By: Gastroenterologie a hepatologie ISSN 1804-7874,1213-323X,NR,1213-323X,Digestive System Diseases; Gastrointestinal Diseases,YES,NO,NO,NO,YES,1953,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
3819,Allergy & intolerance_1,NO,101122639,Clinical & experimental allergy reviews.,5,2001,2012,NA,NA,NA,NA,https://onlinelibrary.wiley.com/loi/14729733,HTML/PDF,Y/N,Free/Pay,English,,1472-9725,NR,1472-9725,Hypersensitivity; Immune System Diseases,YES,NO,NO,NO,YES,2001,2012,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
425894,Complementary & alternative medicine_1,NO,101182199 ,Trends in medicine.,8,2001,2013,NA,NA,NA,NA,https://www.oatext.com/Trends-in-Medicine-TiM.php#Archive,HTML/PDF,N,Free,English,,1594-2848,NR,1594-2848,Medicine,YES,NO,NO,NO,YES,2001,2021,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
591979,Effective practice & health systems_1,NO,101087008,Journal of the American Society for Information Science and Technology : JASIST,4,2001,2013,NA,NA,NA,NA,https://asistdl.onlinelibrary.wiley.com/loi/23301643,HTML/PDF,Y/N,Free/Pay,English,,1532-2882,1532-2890,1532-2882,UPDATE,YES,NO,NO,NO,YES,1950,,Selected citations only,Unknown,Unknown,Unknown,Unknown,Unknown,Not indexed#,NA,NA,NA,NA,NA,NA,NA
284268,Child health_1,NO,101150876,The British journal of diabetes & vascular disease,13,2001,2015,NA,NA,NA,NA,https://journals.sagepub.com/loi/DVD?expanded=2001%20-%202009,HTML,N,Free,English,,1474-6514,1753-4305,1474-6514,Diabetes Mellitus; Vascular Diseases,YES,NO,NO,NO,YES,2001,2013,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
204864,Child health_1,NO,101126037,Newborn and infant nursing reviews : NAINR,41,2001,2016,NA,NA,NA,NA,https://www.sciencedirect.com/journal/newborn-and-infant-nursing-reviews,HTML,N,Free,English,,1527-3369,1558-352X,1527-3369,"Infant Care; Infant, Newborn; Neonatal Nursing; Nursing Care",YES,NO,NO,NO,YES,2001,2016,Selected citations only,Unknown,Unknown,Unknown,Unknown,Unknown,Not indexed#,NA,NA,NA,NA,NA,NA,NA
597055,Effective practice & health systems_1,NO,101227309,Connect : critical care nursing in Europe.,4,2001,2021,NA,NA,NA,NA,https://connect.springerpub.com/content/sgrwfccn?implicit-login=true,HTML/PDF,Y/N,Free/Pay,English,,1474-4694,1748-6254,1748-6254,Critical Care; Critical Illness; Europe,YES,NO,NO,NO,YES,2001,2021,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
133,Allergy & intolerance_1,NO,101276872,"Indian journal of allergy, asthma and immunology.",5,2001,,NA,NA,NA,NA,https://www.ijaai.in/,HTML,N,Free,English,,NR,2320-4745,0972-6691,Asthma; Hypersensitivity; Immunotherapy,YES,NO,NO,NO,YES,2012,2021,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
47988,Cancer_1,NO,101169782,The Internet journal of plastic surgery.,5,2001,,NA,NA,NA,NA,http://ispub.com/IJPS,HTML,N,Free,English,,NR,1528-8293,1528-8293,"Reconstructive Surgical Procedures; Surgery, Plastic",YES,NO,NO,NO,YES,2001,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
184232,Child health_1,PARTIAL,101291022,Journal of research in special educational needs : JORSEN,11,2001,,NA,NA,NA,NA,https://nasenjournals.onlinelibrary.wiley.com/loi/14713802,HTML,N,Free,English,,NR,1471-3802,1471-3802,"Education, Special",YES,NO,NO,NO,YES,2001,,Selected citations only,Unknown,Unknown,Unknown,Unknown,Unknown,Not indexed#,NA,NA,NA,NA,NA,NA,NA
79333,Cancer_1,NO,101645106,Southern African journal of anaesthesia and analgesia.,15,2001,,NA,NA,NA,NA,https://www.tandfonline.com/loi/ojaa20,HTML/PDF,Y/N,Free/Pay,English,,2220-1181,2220-1173,2220-1181,Analgesia; Anesthesia; Anesthetics,YES,YES,YES,NO,NO,2002,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
91089,Cancer_1,PARTIAL,101090650,American journal of health education,61,2001,,NA,NA,NA,NA,https://www.tandfonline.com/toc/ujhe20/current,HTML/PDF,N,Free,English,,1932-5037,2168-3751,1932-5037,Health Education; School Health Services,YES,NO,NO,NO,YES,1969,,Selected citations only,Unknown,Unknown,Unknown,Unknown,Unknown,Not indexed#,NA,NA,NA,NA,NA,NA,NA
10369,Blood disorders_1,NO,101244163 ,"Journal of medical sciences (Faisala?ba?d, Pakistan)",82,2001,,NA,NA,NA,NA,https://scialert.net/jhome.php?issn=1682-4474,HTML,N,Free,English,,1682-4474,1812-5727,1682-4474,Medicine; Pakistan,YES,NO,NO,NO,YES,2001,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
312911,Child health_1,NO,101605288,Journal of epilepsy and clinical neurophysiology.,4,2001,,NA,NA,NA,NA,https://www.scielo.br/j/jecn/grid,HTML,N,Free,English/Portuguese,,1676-2649,1980-5365,1676-2649,Epilepsy; Nervous System; Neurophysiology,YES,NO,NO,NO,YES,2005,2012,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
289261,Child health_1,NO,101125886 ,Wuhan da xue xue bao. Yi xue ban = Medical journal of Wuhan University.,5,2001,,NA,NA,NA,NA,https://www.oriprobe.com/journals/hubeiykdxxb.html,HTML/PDF,N,Pay,English/Chinese,,1671-8852,NR,1671-8852,Medicine,YES,NO,NO,NO,YES,1980,2017,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
175,Allergy & intolerance_1,NO,101137006,Yao xue fu wu yu yan jiu = Pharmaceutical care and research.,24,2001,,NA,NA,NA,NA,https://www.oriprobe.com/journals/yxfwyyj.html,HTML/PDF,N,Pay,English/Chinese,,1671-2838,NR,1671-2838,Pharmaceutical Services; Research,YES,YES,YES,NO,NO,2001,2016,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
HTA_38239,,PARTIAL,101168357,Poste?py dermatologii i alergologii,,2001,,NA,NA,NA,NA,https://www.termedia.pl/Journal/Postepy_Dermatologii_i_Alergologii-7/Archive,HTML,Y/N,Free/Pay,Polish/English,,1642-395X,2299-0046,1642-395X,Hypersensitivity; Skin Diseases,YES,YES,YES,NO,NO,2003,,Currently-indexed,2013,,Unknown,Unknown,Unknown,Indexed,2013,2022,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/2258/
464259,Complementary & alternative medicine_1,NO,101168458,Fizjoterapia Polska = Polish journal of physiotherapy.,5,2001,,NA,NA,NA,NA,https://fizjoterapiapolska.pl/en/,HTML,N,Free,English,,1642-0136,NR,1642-0136,Physical Therapy Modalities; Poland,YES,NO,NO,NO,YES,2001,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
HTA_23695,,PARTIAL,101134867,The European Journal of Health Economics,,2001,,NA,NA,NA,NA,https://link.springer.com/journal/10198/volumes-and-issues,HTML/PDF,Y/N,Free/Pay,English,,1618-7598,1618-7601,1618-7598,"Delivery of Health Care; Drug Industry; Economics, Medical; Europe",YES,YES,YES,NO,NO,2000,,Currently-indexed,2004,,Currently-indexed,2004,,Not indexed#,NA,NA,NA,NA,NA,NA,NA
107185,Cancer_1,NO,101122804,Deutsche Zeitschrift fu?r Onkologie = German journal of oncology.,18,2001,,NA,NA,NA,NA,https://www.thieme-connect.de/products/ejournals/journal/10.1055/s-00000097,HTML/PDF,N,Pay,German,,1617-5891,NR,1439-0930,Neoplasms,YES,YES,YES,NO,NO,2000,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
120048,Child health_1,NO,101521190,EWMA journal.,296,2001,,NA,NA,NA,NA,https://ewma.org/what-we-do/jowm/previous-issues,PDF,N,Free,English,,1609-2759,NR,1609-2759,Skin Ulcer; Wound Healing; Wound Infection; Wounds and Injuries,YES,NO,NO,NO,YES,2016,2020,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
245595,Child health_1,NO,101189161,Revista internacional de psicologi?a y terapia psicolo?gica = International journal of psychology and psychological therapy,5,2001,,NA,NA,NA,NA,http://www.ijpsy.com/,HTML/PDF,N,Free,English/Spanish,,1577-7057,NR,1577-7057,Psychology; Psychotherapy,YES,NO,NO,NO,YES,2001,,Selected citations only,Unknown,Unknown,Unknown,Unknown,Unknown,Not indexed#,NA,NA,NA,NA,NA,NA,NA
470,Allergy & intolerance_1,PARTIAL,101132979,The journal of applied research,55,2001,,NA,NA,NA,NA,http://www.jarcet.com/,HTML,N,Free,English,,1537-064X,NR,1537-064X,Biomedical Research,YES,NO,NO,NO,YES,2001,2012,Selected citations only,Unknown,Unknown,Unknown,Unknown,Unknown,Not indexed#,NA,NA,NA,NA,NA,NA,NA
273642,Child health_1,PARTIAL,101514848,The Stata journal,5,2001,,NA,NA,NA,NA,https://www.stata-journal.com/archives/,PDF,N,Free,English,,1536-867X,NR,1536-867X,UPDATE,YES,NO,NO,NO,YES,2001,,Selected citations only,Unknown,Unknown,Unknown,Unknown,Unknown,Not indexed#,NA,NA,NA,NA,NA,NA,NA
HTA_35158,,PARTIAL,101130835,Pain Practice,,2001,,NA,NA,NA,NA,https://onlinelibrary.wiley.com/loi/15332500,HTML/PDF,Y/N,Free/Pay,English,,1530-7085,1533-2500,1530-7085,Pain Management,YES,YES,YES,NO,NO,2001,,Currently-indexed,2006,,Currently-indexed,2006,,Not indexed#,NA,NA,NA,NA,NA,NA,NA
15411,Blood disorders_1,NO,101093743,"Parenting, science and practice",12,2001,,NA,NA,NA,NA,https://www.tandfonline.com/loi/hpar20,HTML,N,Free,English,,1529-5192,1532-7922,1529-5192,Parenting,YES,NO,NO,NO,YES,2001,,Selected citations only,Unknown,Unknown,Unknown,Unknown,Unknown,Not indexed#,NA,NA,NA,NA,NA,NA,NA
891314,Heart & circulation_1,NO,101133081,Seminars in cerebrovascular diseases and stroke.,4,2001,,NA,NA,NA,NA,https://www.sciencedirect.com/journal/seminars-in-cerebrovascular-diseases-and-stroke/issues,HTML/PDF,Y/N,Free/Pay,English,,1528-9931,NR,1528-9931,Cerebrovascular Disorders; Stroke,YES,NO,NO,NO,YES,2001,2005,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
251029,Child health_1,NO,"
101096792",Revista brasileira de sau?de materno infantil = Brazilian journal of mother and child health.,9,2001,,NA,NA,NA,NA,https://www.scielo.br/j/rbsmi/grid,HTML/PDF,N,Free,English/Portugese,,1519-3829,NR,1519-3829,Child Welfare; Maternal Welfare,YES,NO,NO,NO,YES,2001,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
799137,Health & safety at work_1,NO,101582548,"Lighting research & technology (London, England : 2001)",9,2001,,NA,NA,NA,NA,https://journals.sagepub.com/loi/LRT,HTML,N,Free,English,,1477-1535,1477-0938,1477-0938,UPDATE,YES,NO,NO,NO,YES,1936,,Selected citations only,Unknown,Unknown,Unknown,Unknown,Unknown,Not indexed#,NA,NA,NA,NA,NA,NA,NA
HTA_23694,,PARTIAL,101130961,The Bare Essentials | Practical Neurology,,2001,,NA,NA,NA,NA,https://pn.bmj.com/content/by/year,HTML,N,Free,English,,1474-7758,1474-7766,1474-7758,Nervous System Diseases; Neurology,YES,YES,YES,NO,NO,2001,,Currently-indexed,2007,,Currently-indexed,2007,,Not indexed#,NA,NA,NA,NA,NA,NA,NA
HTA_33185,,PARTIAL,101132257,Expert Review of Pharmacoeconomics & Outcomes Research,,2001,,NA,NA,NA,NA,https://www.tandfonline.com/loi/ierp20,HTML/PDF,Y/N,Free/Pay,English,,1473-7167,1744-8379,1473-7167,"Cost-Benefit Analysis; Decision Making; Drug Therapy; Economics, Pharmaceutical; Outcome Assessment, Health Care",YES,YES,YES,NO,NO,2001,,Currently-indexed,2009,,Currently-indexed,2009,,Not indexed#,NA,NA,NA,NA,NA,NA,NA
99881,Cancer_1,NO,101564772,"Sex Education: Sexuality, Society and Learning ",4,2001,,NA,NA,NA,NA,https://www.tandfonline.com/loi/csed20,HTML/PDF,N,Free/Pay,English,,1468-1811,1472-0825,1468-1811,UPDATE,YES,NO,NO,NO,YES,2001,,Selected citations only,Unknown,Unknown,Unknown,Unknown,Unknown,Not indexed#,NA,NA,NA,NA,NA,NA,NA
120105,Child health_1,NO,101135738 ,Geriatrics and Gerontology International,7,2001,,NA,NA,NA,NA,https://onlinelibrary.wiley.com/loi/14470594,HTML/PDF,N,Free/Pay,English,,1444-1586,1447-0594,1447-0594,Geriatrics,YES,YES,YES,NO,NO,2001,,Currently-indexed,2008,,Currently-indexed,2008,,Not indexed#,NA,NA,NA,NA,NA,NA,NA
261233,Child health_1,NO,101225519,Zhongguo kang gan ran hua liao za zhi = Chinese journal of infection and chemotherapy.,20,2001,,NA,NA,NA,NA,https://www.oriprobe.com/journals/zgkgrhlzz.html,HTML/PDF,N,Pay,Chinese,,1009-7708,NR,1009-7708,Communicable Diseases; Drug Therapy; Infections,YES,YES,YES,NO,NO,2001,2016,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
240196,Child health_1,NO,101474201,Zhonghua hang hai yi xue yu gao qi ya yi xue za zhi.,7,2001,,NA,NA,NA,NA,https://www.oriprobe.com/journals/zhhhyx.html,HTML/PDF,N,Pay,English/Chinese,,1009-6906,NR,1009-6906,Hyperbaric Oxygenation; Naval Medicine,YES,NO,NO,NO,YES,1994,2016,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
80038,Cancer_1,NO,101208585,Zhongguo xun zheng yi xue za zhi = Chinese journal of evidence-based medicine.,4,2001,,https://oversea.cnki.net/knavi/JournalDetail?pcode=CJFD&pykm=ZZXZ,http://caod.oriprobe.com/journals/zgxzyx/Chinese_Journal_of_Evidence_Based_Medicine.htm,2001,,https://www.oriprobe.com/journals/zgxzyx.html,HTML/PDF,N,Pay,Chinese/English,,1672-2531,NR,1672-2531,Evidence-Based Medicine,YES,YES,YES,NO,NO,2001,2016,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
667522,Eyes & vision_1,NO,101134747,Zhongguo re dai yi xue,4,2001,,-,https://caod.oriprobe.com/journals/zgrdyx/%e4%b8%ad%e5%9b%bd%e7%83%ad%e5%b8%a6%e5%8c%bb%e5%ad%a6.htm,2001,,https://www.oriprobe.com/journals/zgrdyx.html,HTML/PDF,N,Pay,English/Chinese,,1009-9727,NR,1009-9727,China; Tropical Medicine,YES,NO,NO,NO,YES,2001,2016,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
439417,Complementary & alternative medicine_1,NO,101485407,Xian dai shi yong yi xue,4,2001,,https://oversea.cnki.net/knavi/JournalDetail?pcode=CJFD&pykm=NBYX,http://caod.oriprobe.com/journals/nbyx/Modern_Practical_Medicine.htm,1996,,https://www.oriprobe.com/journals/nbyx.html,HTML/PDF,N,Pay,Chinese/English,,1671-0800,NR,1671-0800,Clinical Medicine,YES,NO,NO,NO,YES,1996,2016,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
79089,Cancer_1,NO,101258684,Polska medycyna paliatywna.,4,2002,2006,NA,NA,NA,NA,https://journals.viamedica.pl/advances_in_palliative_medicine/issue/archive,HTML/PDF,N,Free,English/Polish,,1644-115X,1644-4493,1644-115X,Palliative Care,YES,NO,NO,NO,YES,2002,2012,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
442054,Complementary & alternative medicine_1,NO,101320619,Hua bei guo fang yi yao.,5,2002,2010,NA,NA,NA,NA,https://mall.cnki.net/magazine/magalist/HBGF.htm;jsessionid=CC71FD28A4347FAF2C350A918B1F6CBD,HTML,N,Free,Chinese,,2095-140X,NR,NR,Medicine,YES,NO,NO,NO,YES,1994,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
33517,Cancer_1,NO,101161846,Academic journal of Xia?n Jiaotong University : AJXJTU = Xi'an jiao tong da xue xue bao (Yi wen ban),14,2002,2010,NA,NA,NA,NA,https://www.oriprobe.com/journals/xaykdxxb-e.html,HTML/PDF,N,Pay,English,,1671-8267,NR,1671-8267,Medicine,YES,NO,NO,NO,YES,1999,2012,Selected citations only,Unknown,Unknown,Unknown,Unknown,Unknown,Not indexed#,NA,NA,NA,NA,NA,NA,NA
326928,Child health_1,NO,101461826,Suzhou da xue xue bao. Yi xue ban.,8,2002,2012,NA,NA,NA,NA,https://mall.cnki.net/magazine/magalist/SYXU1981.htm,HTML,N,Free,Chinese,,1673-0399,NR,1673-0399,Medicine,YES,NO,NO,NO,YES,1981,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
29823,Cancer_1,NO,101161844,European urology supplements : official journal of the European Association of Urology.,220,2002,2019,NA,NA,NA,NA,http://www.sciencedirect.com/science/journal/15699056,HTML,N,Free,English,,1569-9056,NR,1569-9056,Urology,YES,NO,NO,NO,YES,2002,2019,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
